canton,1_Anger,1_Anticipation,1_Disgust,1_Fear,1_Joy,1_Sadness,1_Surprise,1_Trust,2_Anger,2_Anticipation,2_Disgust,2_Fear,2_Joy,2_Sadness,2_Surprise,2_Trust,3_Anger,3_Anticipation,3_Disgust,3_Fear,3_Joy,3_Sadness,3_Surprise,3_Trust,4_Anger,4_Anticipation,4_Disgust,4_Fear,4_Joy,4_Sadness,4_Surprise,4_Trust,5_Anger,5_Anticipation,5_Disgust,5_Fear,5_Joy,5_Sadness,5_Surprise,5_Trust,6_Anger,6_Anticipation,6_Disgust,6_Fear,6_Joy,6_Sadness,6_Surprise,6_Trust,7_Anger,7_Anticipation,7_Disgust,7_Fear,7_Joy,7_Sadness,7_Surprise,7_Trust,8_Anger,8_Anticipation,8_Disgust,8_Fear,8_Joy,8_Sadness,8_Surprise,8_Trust,9_Anger,9_Anticipation,9_Disgust,9_Fear,9_Joy,9_Sadness,9_Surprise,9_Trust,10_Anger,10_Anticipation,10_Disgust,10_Fear,10_Joy,10_Sadness,10_Surprise,10_Trust,11_Anger,11_Anticipation,11_Disgust,11_Fear,11_Joy,11_Sadness,11_Surprise,11_Trust,12_Anger,12_Anticipation,12_Disgust,12_Fear,12_Joy,12_Sadness,12_Surprise,12_Trust,13_Anger,13_Anticipation,13_Disgust,13_Fear,13_Joy,13_Sadness,13_Surprise,13_Trust,14_Anger,14_Anticipation,14_Disgust,14_Fear,14_Joy,14_Sadness,14_Surprise,14_Trust,15_Anger,15_Anticipation,15_Disgust,15_Fear,15_Joy,15_Sadness,15_Surprise,15_Trust,16_Anger,16_Anticipation,16_Disgust,16_Fear,16_Joy,16_Sadness,16_Surprise,16_Trust,17_Anger,17_Anticipation,17_Disgust,17_Fear,17_Joy,17_Sadness,17_Surprise,17_Trust,18_Anger,18_Anticipation,18_Disgust,18_Fear,18_Joy,18_Sadness,18_Surprise,18_Trust,19_Anger,19_Anticipation,19_Disgust,19_Fear,19_Joy,19_Sadness,19_Surprise,19_Trust,20_Anger,20_Anticipation,20_Disgust,20_Fear,20_Joy,20_Sadness,20_Surprise,20_Trust,21_Anger,21_Anticipation,21_Disgust,21_Fear,21_Joy,21_Sadness,21_Surprise,21_Trust,22_Anger,22_Anticipation,22_Disgust,22_Fear,22_Joy,22_Sadness,22_Surprise,22_Trust,23_Anger,23_Anticipation,23_Disgust,23_Fear,23_Joy,23_Sadness,23_Surprise,23_Trust,24_Anger,24_Anticipation,24_Disgust,24_Fear,24_Joy,24_Sadness,24_Surprise,24_Trust,25_Anger,25_Anticipation,25_Disgust,25_Fear,25_Joy,25_Sadness,25_Surprise,25_Trust,26_Anger,26_Anticipation,26_Disgust,26_Fear,26_Joy,26_Sadness,26_Surprise,26_Trust,27_Anger,27_Anticipation,27_Disgust,27_Fear,27_Joy,27_Sadness,27_Surprise,27_Trust,28_Anger,28_Anticipation,28_Disgust,28_Fear,28_Joy,28_Sadness,28_Surprise,28_Trust,29_Anger,29_Anticipation,29_Disgust,29_Fear,29_Joy,29_Sadness,29_Surprise,29_Trust,30_Anger,30_Anticipation,30_Disgust,30_Fear,30_Joy,30_Sadness,30_Surprise,30_Trust,31_Anger,31_Anticipation,31_Disgust,31_Fear,31_Joy,31_Sadness,31_Surprise,31_Trust,32_Anger,32_Anticipation,32_Disgust,32_Fear,32_Joy,32_Sadness,32_Surprise,32_Trust,33_Anger,33_Anticipation,33_Disgust,33_Fear,33_Joy,33_Sadness,33_Surprise,33_Trust,34_Anger,34_Anticipation,34_Disgust,34_Fear,34_Joy,34_Sadness,34_Surprise,34_Trust,35_Anger,35_Anticipation,35_Disgust,35_Fear,35_Joy,35_Sadness,35_Surprise,35_Trust,36_Anger,36_Anticipation,36_Disgust,36_Fear,36_Joy,36_Sadness,36_Surprise,36_Trust,37_Anger,37_Anticipation,37_Disgust,37_Fear,37_Joy,37_Sadness,37_Surprise,37_Trust,38_Anger,38_Anticipation,38_Disgust,38_Fear,38_Joy,38_Sadness,38_Surprise,38_Trust,39_Anger,39_Anticipation,39_Disgust,39_Fear,39_Joy,39_Sadness,39_Surprise,39_Trust,40_Anger,40_Anticipation,40_Disgust,40_Fear,40_Joy,40_Sadness,40_Surprise,40_Trust,41_Anger,41_Anticipation,41_Disgust,41_Fear,41_Joy,41_Sadness,41_Surprise,41_Trust,42_Anger,42_Anticipation,42_Disgust,42_Fear,42_Joy,42_Sadness,42_Surprise,42_Trust,43_Anger,43_Anticipation,43_Disgust,43_Fear,43_Joy,43_Sadness,43_Surprise,43_Trust,44_Anger,44_Anticipation,44_Disgust,44_Fear,44_Joy,44_Sadness,44_Surprise,44_Trust,45_Anger,45_Anticipation,45_Disgust,45_Fear,45_Joy,45_Sadness,45_Surprise,45_Trust,46_Anger,46_Anticipation,46_Disgust,46_Fear,46_Joy,46_Sadness,46_Surprise,46_Trust,47_Anger,47_Anticipation,47_Disgust,47_Fear,47_Joy,47_Sadness,47_Surprise,47_Trust,48_Anger,48_Anticipation,48_Disgust,48_Fear,48_Joy,48_Sadness,48_Surprise,48_Trust,49_Anger,49_Anticipation,49_Disgust,49_Fear,49_Joy,49_Sadness,49_Surprise,49_Trust,50_Anger,50_Anticipation,50_Disgust,50_Fear,50_Joy,50_Sadness,50_Surprise,50_Trust,51_Anger,51_Anticipation,51_Disgust,51_Fear,51_Joy,51_Sadness,51_Surprise,51_Trust,52_Anger,52_Anticipation,52_Disgust,52_Fear,52_Joy,52_Sadness,52_Surprise,52_Trust
AG,249.235896463,355.115618761,271.462518005,177.562310327,469.685678806,263.774073574,637.657663871,246.74428218,22.649120915920523,20.05930318245732,24.231734166376704,16.368456929488605,19.869519619660707,26.03562170148193,54.12858173435577,15.85733345477808,21.3515340442,21.9675872609,23.3734306038,15.3356122024,25.7903987904,23.4895921193,54.6397403471,16.1196084265,46.51722902418029,33.09944060302881,44.81508401600057,33.170639111909075,41.081262520034436,50.223676146122834,103.88757118653838,30.662294539458106,39.30838809536268,23.45517345467112,40.819881184020105,26.918438031009902,23.701714237396562,44.74795428433151,88.2028922372021,22.485735308427675,17.79156163216765,12.470298156146862,18.661186243131677,13.211703999285254,13.010842823187533,21.158000433410272,43.13902631595682,10.836580850368192,40.98319355680205,26.922834909885392,39.58621989188434,28.710507064113077,30.030051045822628,44.45679342195963,88.45002686447266,26.76610873270488,50.49182082537387,51.56072069784818,51.7291181684545,35.79639964972555,65.60559430831104,56.03235227197808,128.86428316913597,39.71828614052763,27.51834769792658,21.43296867700814,28.93324775041597,18.704334208861955,22.310699408470327,30.97142283945591,63.617592347176696,18.137007255798,31.515570281354815,32.259031441886385,35.73500295545563,23.773533250271583,34.75344509830283,35.78636142172518,80.31629628129055,24.099383830534062,72.34485081529277,74.59627566530499,83.21215952298145,51.72083567191751,91.23081224142028,83.22603282918088,180.47616869038995,57.06241444536858,46.57201047485552,45.17555179122995,51.65210465659496,32.688249832712636,56.616655740919924,51.507880522804,110.79816913273592,37.31847296768682,39.12646850465818,56.83734944605917,41.567443434748164,28.935580774977517,74.32065504948189,41.63434627486315,103.9336556505311,39.25076895803742,28.087327853050283,20.118066341172103,28.43599304867749,18.96254892053228,23.977971457712044,30.74539251586713,65.04922981416361,18.46341059201688,26.847959533,28.0989398872,26.6968132904,19.7957610444,31.3480747219,29.1001771586,64.8244891303,23.1045255771,248.007714851,288.593832602,284.947733907,171.109385758,404.883411283,267.81251301,599.339349118,219.83774351,406.693595869,555.646835907,483.160045307,261.886815688,790.785450471,424.979592804,1014.62409841,412.079258202,599.622993546,832.518659318,709.373706874,396.868735631,1202.59153222,616.500270788,1472.40583708,635.676082655,692.086369369,920.894088269,822.668188534,478.965721335,1245.77708822,735.889254892,1696.79579349,665.165254075,571.229687659,802.636894901,687.95432627,389.020438675,1093.01254241,613.917851512,1423.30822907,575.549084039,476.5764609,624.329310534,540.56429644,349.823352486,747.922384185,538.657960397,1203.72678475,407.819362055,697.667654045,1010.18873347,783.34607103,522.146768282,1281.69034061,753.885902887,1779.98763683,679.137889645,1143.72033022,1660.69345188,1287.4798934,789.054704437,2238.77941813,1179.61492751,2868.62483359,1161.65314517,828.495685653,1227.98388172,914.85074679,607.291675172,1565.05666721,866.129673819,2117.20809897,830.551755848,802.413849157,1207.59796944,912.845591125,582.462322422,1563.92323333,854.774938562,2081.79150801,809.553347888,786.386858498,1100.4751811,940.942135109,502.05030621,1570.15000282,808.092274672,1932.71658956,808.686948866,713.170162702,1008.55636123,852.327212558,460.223215219,1449.35585202,730.899299302,1768.76116547,739.471535352,641.273264823,874.448597522,753.256297545,428.643075113,1211.23615933,665.955891261,1569.65361761,629.50019247,484.569104019,650.639109502,556.296866044,342.957306618,861.070768629,511.058227452,1203.2775672,469.985388127,435.180269604,577.258865275,500.447864958,301.482370582,772.037873971,466.065229707,1082.38756781,418.081157649,877.483063666,1234.49247033,928.906321665,667.07299032,1666.39458652,895.720673812,2102.55346111,881.892713536,721.938544177,1044.24014008,833.138290248,508.247871381,1412.05502426,757.687477185,1842.01005716,746.875075689,861.750471632,1265.0830596,981.011545456,621.407235576,1722.32392141,910.785050826,2226.49682652,893.434870907,359.518996158,497.649015039,401.417869569,263.769986446,667.096589592,378.770506707,912.041316817,354.936382033,716.562450558,978.181461016,821.19826433,493.952185208,1370.88013972,732.460438181,1753.53702018,729.546185856,207.728606746,276.261032915,234.778156102,138.239747841,376.389255735,219.476626666,505.336084932,201.93494433,0.907170346094559,1.3039682644402586,0.9523759240822629,0.9057470423801997,2.437137037481246,1.1100648330092555,1.0890144914863056,1.1976997355116865,545.059441869,707.660020814,639.283633336,362.449665129,987.172069129,567.662623329,1312.4598172,531.509212476,820.588295045,1113.25217576,972.50973368,530.906395878,1596.73367246,841.224771699,2010.92008875,847.848822899,2415.85846088,3613.68935821,2982.38449093,1405.90631279,5575.39182262,2366.04767682,6015.86146195,2738.54886507,1280.85530366,1873.09599371,1530.88876949,790.289262146,2788.72517006,1294.12292576,3162.49462636,1385.93512303,1469.97071502,2187.78480219,1785.11521117,890.007771441,3314.45708549,1467.43423146,3613.12920196,1638.19059575,1984.32984777,2945.73625054,2414.63755064,1183.75443172,4479.91963194,1979.89967497,4858.28909755,2202.55810782,1559.75642938,2297.35493306,1879.51552511,961.190868565,3446.31845682,1566.69426138,3850.93099837,1723.0686473,1380.76993779,2011.81038228,1675.58161569,848.503231726,3016.87236354,1393.30411037,3382.45409935,1503.83803323,1230.69550442,1779.55743244,1463.97000079,767.621345658,2647.6353866,1239.72488724,3042.07917837,1335.73299678,1129.0168603,1580.25747882,1325.73744394,733.230592389,2288.95920448,1129.64681639,2712.54838086,1179.95929256,1312.78535831,1912.7614697,1575.57510485,825.518559829,2820.82519735,1323.33503452,3181.49248746,1432.57303,1853.6387551,2755.77192156,2218.38134288,1142.60583788,4130.45490471,1854.30422524,4584.34100011,2042.42673246,1556.44726637,2282.34407883,1903.15576893,966.545032028,3365.48947912,1579.78570268,3833.851389,1702.41363082,1285.25005621,1883.05564159,1553.69001584,793.151685801,2814.60026277,1282.00673197,3155.47032345,1399.78656046,1199.06351594,1781.17816345,1436.17605158,783.209212529,2569.08698464,1223.82070721,2992.19346762,1282.21036967
AI,0.0816252389676,0.159123958585,0.141113150736,0.0590183000849,0.108697658924,0.159966757495,0.283084459704,0.0194615185065,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.577538222344,-0.00219558433539,0.531509084515,0.35623165674,0.108481917587,0.618393321311,1.04444338899,0.304506286536,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.6650150928675037,0.4654801540917379,0.8358074387873771,0.5192122169418831,0.492116346651075,1.0058098627064094,1.7816199263294166,0.3433412130775729,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.400097742694,0.534088342444,0.469295119212,0.309317803606,0.37131590689,0.579424587283,0.959327221191,0.322297953857,8.07691997352,7.93756740237,9.67559291292,6.29273654693,9.89653729995,8.99234631735,18.5133056206,5.75254310523,3.24065885595,2.62767940324,2.82555685521,2.51278049297,3.79368751009,3.18870084089,5.07950663485,2.47930854106,56.3225542739,100.656955131,69.2917347962,47.5332588521,101.810242882,59.5484752916,149.553702846,59.9571665307,8.72122100949,10.0054219363,8.92580974924,7.90352564161,16.0468902984,8.44708467396,16.0663346203,6.13924298159,18.3466999968,23.7768334734,18.3224772824,14.7147392681,28.8114920469,20.2225315327,45.6192892275,16.9547929889,29.2496448322,31.4566357945,33.9643834417,24.40799903,38.8460017842,33.0919884811,62.3676107767,19.7906378382,17.1388114722,18.7706550227,17.8375698814,14.2859694513,26.2645262485,19.7230401187,37.4472615081,12.8551014535,10.0658030059,10.9737715275,10.3566640405,8.65545383178,14.1407402301,10.150934674,19.5801440898,7.21793258894,5.2433821792,7.14214574245,5.64893444577,3.85876744128,8.11837128801,6.07733588147,13.807979114,4.85501397837,6.44379556787,7.92824734833,7.65185114917,5.78931470779,9.68590146279,7.61393668883,15.6055965812,4.78849364239,3.13844046403,8.10322994699,3.36705810032,1.7296088054,9.31858743498,3.25721123463,9.0698987652,5.20711349868,8.51558970543,7.10280379401,9.02974795269,7.07998743484,9.0664970414,8.67539570874,17.2666159679,4.81169857954,11.5629026555,11.9851627984,10.7934700558,9.84414830407,17.606162821,11.6808960122,23.5671693016,9.53250589143,6.1599370902,13.5024979985,6.46473206919,3.75935980087,14.8788393199,6.21753535545,17.7353864546,8.50961436271,8.87308370274,8.46247954619,10.0039886203,6.16170284759,9.21107192071,10.9280791797,24.4315628537,6.34526946476,33.9062816128,57.2521401899,35.1203216987,28.5100059752,80.9294691711,38.3625271799,99.0754475326,36.9954255595,4.88124924876,6.46677029708,6.02407771726,3.69191275248,6.63651539737,7.06069023901,14.7003207648,3.56312815369,5.75181341397,8.23192435772,5.81970484034,3.86045867841,9.1511494838,6.79816507108,15.213086524,5.64038023406,5.35515100608,7.40815915632,5.17140118741,4.49108947446,9.99763597288,5.44598362229,11.5797306992,5.33920943093,2.22611262994,3.42984692323,2.13436411183,1.80096842292,4.6082717746,2.56520330249,6.27162675028,2.542226444,0.531535378031,0.32008215718,0.407522849738,0.435602315968,0.337571658429,0.433497221679,1.06332010881,0.44158935606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80147053796,3.93237706669,3.65946733583,2.57104149179,5.01624179983,4.34688011553,10.309214258,3.34314155798,3.67442022503,4.42875768442,3.37641902162,3.1092822801,6.00748136189,3.80269681239,9.43102182719,3.39402989553,1.88409521847,2.89717300347,1.63324104575,1.47038925802,3.78272209182,1.87427456647,5.45506956478,2.00143423503,2.48119812233,2.99455770274,2.25739598401,1.9010430882,5.4173650847,2.76037816649,6.3390730378,2.12201542292,0.286839968675,-0.0445531352749,0.192261483766,0.172013513098,-0.0131956773089,0.167849848555,0.362456602286,0.134486346677,3.05463838074,3.02267075704,3.48153181938,2.55495987235,3.74837259664,3.63323224777,6.59450158895,2.45761254968,19.6941928553,27.0115184271,25.0112293913,14.7761694404,27.2065545703,24.4527675399,48.4833195861,16.6725261445,8.37403063195,3.5102956265,8.76396119085,5.17277664433,3.84915946276,9.27681880628,17.5971721622,4.39647565994,3.75689545074,2.99967413666,4.31351884728,2.60735782529,2.80085220375,4.72514720651,10.2230654265,1.83888088412,4.34429183925,3.84184922529,4.76081898113,3.02529901198,3.51443617683,5.84508357518,9.91589808783,2.47034854945,1.02006030395,0.367296697333,0.705918677484,0.636857602854,0.661256141136,0.744676636238,1.59744072194,0.714260878654,2.0366017407,2.60843660853,2.15548468794,1.58526093694,2.96576028581,2.26946997718,5.18460396111,1.89622214891,0.785922263993,0.835054923508,0.951987993254,0.645790834661,1.25228389197,1.01748693724,1.87980630339,0.277499490244,9.5959828529,14.3337011959,10.0148380165,8.84897128595,18.6579978894,10.4657359926,25.0668709369,8.30265402372,5.95130229512,10.7745427572,6.27335647756,4.56702756238,12.4411761965,6.4977818207,15.4724976974,6.99918719867
AR,0.888949594929,0.855664834181,0.995597646279,0.859801042145,1.3920313284,0.818421895465,1.4670110003,0.84233562325,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1.18878163353,1.07567180283,1.37743569199,0.951303461129,0.905824729747,1.6031280789,3.41520944332,0.660181742521,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.6632389932759832,0.4614763167301187,0.5647371302868016,0.5896001686349182,0.7964192921823916,0.5597546306298316,1.1184969532938855,0.5509043713068612,2.5395575709922174,1.2449443577010904,2.729405702680779,1.6446716423323184,1.296797048138397,3.03935558941205,5.935695789629851,1.4766127147784593,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3.4554072411177934,1.4386195410446543,2.7727024897511265,2.370814621323715,2.301414202424545,2.8033367582029536,5.73053830480379,1.8279371113801268,0.9482515860820329,0.6857252501710497,1.0003538654717936,0.6738811133086735,0.595075110508918,0.9777783606352685,2.1117468621736126,0.5041314882239674,1.0851140865626827,0.8355510487776623,1.2145667133810858,0.7058894465100078,0.6985808788727312,1.3368920674537046,3.387311581386943,0.5667029545288982,0.21886522946822035,0.16068320754701956,0.32016624435784263,0.1602041692892553,0.14965471419504758,0.34515841893020915,0.7036549222122558,0.09507173328084484,3.0097716556913707,2.706540810049423,3.380245316800667,2.251550260289324,2.32292183922539,3.8811419181668523,8.746118301582964,1.81029638769488,7.165052286555151,6.4984459925873335,7.959093471744844,5.340266392971137,5.47396615287853,8.913750968261775,19.782443577188957,3.7201787362416354,5.20726080728,6.54991016606,5.52682795165,3.80083565636,6.83036283354,6.22092662537,14.2104056215,4.09961146616,46.4568843182,67.673161734,56.6067957147,26.8001031412,100.873421131,45.1250634169,124.729236823,51.5571440012,58.6319666217,80.7886583596,72.7067061692,34.1523738783,122.834100447,58.5991485589,156.832026402,63.5898882836,85.1104860654,120.872268858,103.981718324,47.7559642685,192.395963416,80.4489383795,225.346503801,97.0268582933,116.024349146,165.235233073,143.46720478,67.1506088429,251.906328528,119.391338261,306.191121836,127.30977755,87.8863138997,127.517987534,109.398733473,48.8972202465,198.827411166,85.6571005078,236.614944687,100.404016402,36.3891557602,48.6215123026,45.2955766914,21.5189143393,70.6993817561,38.9686081155,98.5662058438,36.4580392644,153.700522404,234.001079213,192.218506774,82.8337993084,375.356853991,143.83849638,407.353244913,185.724507336,168.26290297,250.490493731,209.215929473,89.9690483256,403.591620305,153.554709177,445.066996637,201.395398878,147.991885209,224.653491827,186.312644407,80.5214617591,360.005019841,138.548059795,393.175487912,178.452400704,336.684890511,510.7446646,422.902012443,179.539622625,824.688320011,304.536064297,902.866698379,411.211938433,177.825276961,266.160290481,222.309739174,95.1482342085,430.953430819,162.03877497,473.333041945,215.452362871,109.284229349,155.187819392,134.58177093,59.7774006763,250.850579206,106.897811646,287.72433723,126.820908939,53.486607432,61.939531808,60.8483071519,32.4706354068,94.8357011294,52.182659129,126.212947803,50.894585027,18.254740748,23.1837445625,20.7804595718,14.4609014913,25.6229382494,22.302849215,43.4321813374,15.2823989125,8.51160519957,6.21981454356,8.58779239999,6.14516421408,9.61926095504,8.84397022542,16.3278235748,5.28573365216,27.3133500161,31.0495086415,31.7587246492,18.0897958644,46.2042327306,28.7061104431,62.8031171168,24.5515090029,66.4732984531,94.982028098,79.3712021811,40.3556937533,143.813497611,66.1618380057,158.863485379,71.2613138515,6.9539148972,5.26306915382,8.22038096284,5.08229822272,5.28864424676,8.84652365753,17.6433977712,3.9015765844,11.7538168451,8.79309421152,13.5441455556,8.93463239414,9.95970331536,13.914213507,27.252015987,7.46433516116,29.9035133625,36.2771199355,34.3589699341,18.2031222978,52.5749417154,30.2426822468,72.4559892057,28.0924404368,14.1172127605,15.3776217487,15.2350324022,10.8652583289,18.3532461247,15.8444856245,35.714925682,11.5589393613,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30.1496209027,43.0058971472,37.7122519404,18.3362297874,63.4726837906,31.9910135328,77.0387366446,32.128203984,30.831665115,35.9122179747,35.9641506241,19.7835509382,53.628330704,32.4568005418,72.7070717288,28.9634192012,15.5422032778,16.1990322366,17.4567450901,10.8784648224,20.3155845908,17.7541300225,36.7689566606,12.2893904349,15.824155326,23.4074925219,17.2417461964,12.2839555221,28.7797583587,17.5100817347,43.3598683192,15.6929244667,49.6621279292,82.5235783838,50.847982932,42.9493271869,95.0419874399,52.4334944509,132.711008185,54.7840790648,54.0351763595,64.5817500721,59.0401494363,45.7144257702,74.8656408928,59.4281508003,128.314395584,45.4103635482,55.1815164506,51.5638654678,67.9765307567,44.402941389,56.8039148879,65.4100762237,129.696995621,34.0652293971,19.8062489942,17.0789045446,21.9815914675,15.7806923871,18.3558281727,23.8268030928,48.6656880092,12.3281510232,18.2824852411,15.3007607149,19.8212843282,13.8002988858,16.0724805751,22.663683342,42.8818119452,10.8778309058,13.5177134922,15.4503041804,15.9046639672,9.87479499692,18.120896956,16.907986297,36.1895289051,10.5517592932,14.8914582639,16.3865226982,15.6587849621,11.8770369923,18.0304379421,17.5122738733,36.2654823987,11.1533576833,14.439782538,19.392214,16.0864901354,11.7125830032,21.7237062209,15.7012578432,37.588339873,11.3890498545,15.8752701964,19.325616705,17.6101135174,11.6095552527,25.778866106,16.9821749079,35.1658895845,13.5103607211,43.9547017856,66.46921263,43.0839516109,37.0071321432,80.3276703791,44.7177701138,111.518647983,47.2904117419,103.599290361,179.409303145,104.068374995,88.1941623496,215.033819146,105.801385922,286.113109118,118.824350706
