canton,fall1_Anger,fall1_Anticipation,fall1_Disgust,fall1_Fear,fall1_Joy,fall1_Sadness,fall1_Surprise,fall1_Trust,fall2_Anger,fall2_Anticipation,fall2_Disgust,fall2_Fear,fall2_Joy,fall2_Sadness,fall2_Surprise,fall2_Trust,fall3_Anger,fall3_Anticipation,fall3_Disgust,fall3_Fear,fall3_Joy,fall3_Sadness,fall3_Surprise,fall3_Trust,fall4_Anger,fall4_Anticipation,fall4_Disgust,fall4_Fear,fall4_Joy,fall4_Sadness,fall4_Surprise,fall4_Trust,fall5_Anger,fall5_Anticipation,fall5_Disgust,fall5_Fear,fall5_Joy,fall5_Sadness,fall5_Surprise,fall5_Trust,spring1_Anger,spring1_Anticipation,spring1_Disgust,spring1_Fear,spring1_Joy,spring1_Sadness,spring1_Surprise,spring1_Trust,spring2_Anger,spring2_Anticipation,spring2_Disgust,spring2_Fear,spring2_Joy,spring2_Sadness,spring2_Surprise,spring2_Trust,spring3_Anger,spring3_Anticipation,spring3_Disgust,spring3_Fear,spring3_Joy,spring3_Sadness,spring3_Surprise,spring3_Trust,spring4_Anger,spring4_Anticipation,spring4_Disgust,spring4_Fear,spring4_Joy,spring4_Sadness,spring4_Surprise,spring4_Trust,spring5_Anger,spring5_Anticipation,spring5_Disgust,spring5_Fear,spring5_Joy,spring5_Sadness,spring5_Surprise,spring5_Trust,summer1_Anger,summer1_Anticipation,summer1_Disgust,summer1_Fear,summer1_Joy,summer1_Sadness,summer1_Surprise,summer1_Trust,summer2_Anger,summer2_Anticipation,summer2_Disgust,summer2_Fear,summer2_Joy,summer2_Sadness,summer2_Surprise,summer2_Trust,summer3_Anger,summer3_Anticipation,summer3_Disgust,summer3_Fear,summer3_Joy,summer3_Sadness,summer3_Surprise,summer3_Trust,summer4_Anger,summer4_Anticipation,summer4_Disgust,summer4_Fear,summer4_Joy,summer4_Sadness,summer4_Surprise,summer4_Trust,summer5_Anger,summer5_Anticipation,summer5_Disgust,summer5_Fear,summer5_Joy,summer5_Sadness,summer5_Surprise,summer5_Trust,winter1_Anger,winter1_Anticipation,winter1_Disgust,winter1_Fear,winter1_Joy,winter1_Sadness,winter1_Surprise,winter1_Trust,winter2_Anger,winter2_Anticipation,winter2_Disgust,winter2_Fear,winter2_Joy,winter2_Sadness,winter2_Surprise,winter2_Trust,winter3_Anger,winter3_Anticipation,winter3_Disgust,winter3_Fear,winter3_Joy,winter3_Sadness,winter3_Surprise,winter3_Trust,winter4_Anger,winter4_Anticipation,winter4_Disgust,winter4_Fear,winter4_Joy,winter4_Sadness,winter4_Surprise,winter4_Trust,winter5_Anger,winter5_Anticipation,winter5_Disgust,winter5_Fear,winter5_Joy,winter5_Sadness,winter5_Surprise,winter5_Trust
OW,11.1005411255,48.0283660784,6.06717171717,12.269022644,35.1596792097,18.3595460095,22.2255161505,39.5411588412,48.3064469056,146.108018678,33.8022181035,57.4709382722,117.400744311,75.5098557273,69.6003938442,126.078173499,50.7078286909,386.694046639,43.0720682096,61.0963356088,611.221992305,89.2120577951,305.707721445,461.678873332,276.8971052,734.327046745,172.431870744,400.325684893,730.382969215,324.704709871,431.403626456,786.375476381,22.1892819599,77.5779760272,17.6495734657,32.3053569796,78.7740975528,31.6733229189,40.9483187564,68.0014026007,12.8488317238,40.2362387612,7.11515151515,15.5742285492,29.7706543457,27.3825008325,23.4680957931,33.5058469308,44.8219336219,148.879143079,34.9355699856,65.548989899,135.106690532,62.7785797536,67.4120254745,128.008318071,82.0134310134,319.507020757,49.3068764569,103.779066386,224.591222666,116.876920302,114.856354756,314.257646928,147.547481114,409.04402346,109.293735268,195.718060942,364.396571789,199.08680033,179.793506902,426.711813492,175.540018723,563.123134829,123.176376401,222.388549441,549.923390803,248.703989475,279.180627194,603.187787926,29.28998224,84.6128260628,16.9311077811,31.8391275391,76.0234959485,46.1141636142,41.4863247863,79.7634532134,12.4976551227,26.424986125,7.10513375513,13.4642968143,28.003979354,15.6910533911,18.0595598846,26.7524281274,91.2547340516,236.591303343,56.4495180258,104.649512884,228.616576741,138.328340021,124.724301984,243.897950351,270.042673378,851.149220529,176.161173446,342.720081308,957.901375727,366.08530944,409.616666155,996.582809919,184.09654159,533.627864293,129.200548776,201.800287599,531.285269959,224.743788685,250.915218094,523.628679898,1.33333333333,0.642857142857,0.833333333333,0.833333333333,2.14285714286,1.03333333333,1.625,2.51785714286,35.3936480186,81.4423742924,19.5527278277,34.8419386169,82.797050172,43.7348928849,45.8226301476,80.3399184149,70.9948799566,206.110333947,58.0863210319,96.417592783,173.655051729,98.7126881289,94.4873570874,196.663222725,279.433533542,740.826662961,226.312854221,396.656742539,781.012645443,341.267610838,346.817555892,681.360471827,275.645067841,938.324725601,181.966728125,415.464670705,902.267059574,359.3881034,448.638917292,904.341199813
SG,169.718191531,370.386832612,92.7920038295,143.948673549,369.427274523,204.533863359,194.33941516,339.732139103,156.500111,423.126164522,125.328092741,180.936423707,431.211039369,188.974300699,230.453167666,417.185113334,128.024440347,426.785892376,92.6228155015,161.228267892,386.802468202,192.794440772,224.542544792,409.652852784,128.895920746,617.307205295,96.054045954,209.6247447,608.163540626,148.986124986,252.497775835,682.281612831,33.7992396492,74.4392218892,20.5706460206,31.4508630259,75.671028971,37.6564647771,44.5877206127,84.408036408,47.8817571318,101.598601399,18.2475801976,33.1022259603,91.5035066241,68.4079448329,57.7604118104,89.883432254,165.385218845,468.275301066,120.201096942,176.140795049,491.703664228,215.184550069,288.19119059,482.045351441,183.311255308,649.159619281,147.7920972,224.286366819,659.180888453,247.290354498,346.094634429,621.107039752,102.799930462,316.331941506,75.9821529777,137.659520055,300.307333761,164.579129612,155.480646559,306.456643765,172.691416916,614.409507873,108.635020943,226.603266015,587.266306324,277.991270249,351.797107468,604.454260445,124.594308469,278.020457729,63.6162892663,95.8445901321,306.305216026,147.977025752,147.941707312,267.540044678,53.1024880348,149.89528829,42.8110203522,56.0374027117,164.829715138,72.9357577063,89.9372978329,149.827694773,197.053608788,695.783520135,140.599375624,234.817724248,709.659060749,273.562150758,373.539859977,695.463833019,157.547831335,460.019896199,112.499612887,174.408659396,428.828800366,215.308866134,250.8373779,434.073774836,204.203187091,598.763530913,140.620800033,259.238622489,573.04536297,284.849947275,351.288990176,607.594667832,6.30162337662,21.9945887446,3.93495670996,5.03535353535,15.6687590188,7.87063492063,11.6203102453,20.0655844156,195.652410966,437.896201691,103.406037427,173.000774123,436.330857417,238.771384476,238.470671404,420.468731879,399.426677897,1259.45313836,315.925979576,415.476511805,1238.20252884,417.738088709,628.19128592,1011.60007517,106.556773619,391.363794947,78.7014603044,147.830978988,368.25706377,170.441461969,194.257911778,376.620683891,184.682341107,459.310727997,136.110062976,218.127615685,438.747489275,253.320303716,237.672452384,466.027733459
SH,14.7496864247,43.8624209124,8.713997114,15.5573953824,40.5703934954,17.121955822,25.8190947941,41.9628649129,33.2712273837,92.9594461094,37.8247335997,41.3034312909,82.6812964813,57.5837024087,43.7599178599,90.2636738262,6.64869436119,35.544971695,5.8026986902,9.0692002442,37.9796828172,10.3547591298,19.9170204795,61.8348887224,12.5391927517,54.6256327006,9.60160950161,12.3479409479,49.6177794428,21.3414446664,20.5020895771,49.8426073926,1.71154401154,5.28645798646,0.733333333333,1.65995670996,6.6468004218,2.32824675325,4.34206349206,7.68209290709,4.61571067821,18.9403318903,4.31412337662,6.30501165501,15.9607323232,5.09148351648,6.23827561327,17.6728354978,27.3633477633,78.9223124098,25.9730880231,34.7002886003,76.2138708514,56.3962481962,41.0568903319,86.586562049,18.5075577201,74.2666930292,13.6363677989,26.7816780442,64.6617715618,28.5012889888,39.2513930514,70.1022394272,7.26428571429,47.6862193362,2.85873015873,13.5908841159,47.9532106782,10.1123848374,27.8944444444,29.3361471861,31.1796231546,85.5613579231,21.4841242091,44.9248681874,78.0320655651,51.3030676023,43.5756220087,82.0619073737,16.2036408036,29.8882228882,7.96905871906,15.9105783106,29.3441169941,19.0892302142,16.5937340437,31.4337745588,7.60559163059,12.6616883117,5.24682539682,5.37427849928,12.8466089466,7.31352813853,5.53412698413,14.4781066156,19.9779807611,91.7402688814,17.6453213453,27.9273092104,77.7468202549,39.9671439671,34.5327755578,84.7609380815,15.9993482824,63.7571595072,7.37009102009,18.3743080449,55.3028235653,30.2055171136,27.5825882451,62.327983128,90.3584360084,192.631977744,70.3435037185,129.680323843,178.601749639,126.84180207,100.64796731,194.114366189,0.290909090909,0.702380952381,0.0909090909091,0.257575757576,0.652380952381,0.433766233766,0.400432900433,0.874603174603,11.1381673882,47.6005994006,7.31029248529,13.2633116883,46.1216533467,14.028990454,22.7583444333,46.9326340326,136.737496714,443.457144653,113.455006981,140.158625585,424.193355664,143.837825552,211.344570196,312.299342732,11.0371864247,160.932512341,8.92031024531,15.97496115,158.482399953,17.3259532135,111.548813686,156.58184079,17.70078655,69.9031759907,10.8416452828,21.4262767461,72.7333305583,33.5427142302,30.1317682318,76.3031222862
SO,91.9426363669,197.30742452,41.818986569,84.1961403792,172.449293762,105.28947066,105.480394605,178.235015801,53.0227457183,134.34094737,46.0666389166,58.1178515928,131.999503683,72.309057506,68.8039145495,134.844322181,91.7615190365,313.193126318,49.3787268287,180.652750028,230.340373515,78.1966644467,143.195498945,232.771733822,46.6201534577,163.73677752,30.507980908,57.5696775447,160.772865043,62.3328379953,96.714935473,172.259243779,8.60555365687,21.610964036,5.33143245643,13.4012487512,17.8916167166,12.2993506493,12.6627095127,23.0886973106,64.0378375709,107.099327062,30.084392405,54.44883809,90.6162383368,72.862245924,57.9842883424,108.410976768,100.22798729,258.447738678,73.5988053613,112.545992896,239.571171209,126.890395204,146.852658861,243.497797361,155.364017926,358.44350182,98.8804806305,177.269642346,371.086488408,158.36394341,178.725622988,340.127651777,38.7194166944,136.63675989,27.9096070596,51.2451243201,129.766444666,51.7108904984,80.4262709513,141.652884615,80.4125013875,260.14936077,58.3932400932,107.541866467,260.452743498,108.568439893,142.563417138,264.595337832,61.0510039797,169.464870669,31.4970515596,64.0837105705,150.941113462,77.766552157,84.2561942143,169.520596887,31.1084068709,91.0870466951,24.5447621823,38.3042646079,135.734566251,41.2660048285,53.3275686732,95.2811849099,137.548436286,407.782983683,105.10460928,195.902401765,390.097802198,183.852250527,222.59263098,395.345282903,123.182443945,385.223711011,82.0296189921,161.34005994,360.50964591,168.07177863,220.693399656,375.879022366,79.8122710623,279.082093315,51.4736638362,106.463285326,270.149773837,105.319403227,163.082449495,272.787771439,4.49166666667,5.71792929293,0.267857142857,1.34848484848,4.43888888889,4.97735597736,2.26825396825,5.50912698413,94.4729611891,195.882596978,48.5090228184,91.4879351041,178.949854312,112.568419489,100.732510953,201.801190884,249.360877031,667.156594223,198.631016614,274.025546676,651.718175697,262.805167055,322.700223796,558.980278463,64.2382791615,168.419303529,51.2077593158,77.1981609464,170.441330157,78.2588820493,93.3311876419,180.625406619,106.866987588,371.487723224,82.0763098013,122.569461911,469.430667372,125.910902986,204.361183098,392.049094206
SZ,21.0706973582,88.697396025,17.8290168165,27.2277430902,79.7643041169,33.9180189693,37.9235320235,81.7493352408,20.4207792208,96.7695748696,15.0928682429,27.8847402597,101.771024809,32.9586510711,58.0823232323,85.9428973804,20.1948426573,67.5455766456,14.2606795982,25.7330960706,70.6514596514,29.0668276168,28.307004107,59.5548229548,21.1493256743,91.9451992452,11.7715478965,23.8495282495,82.216988567,24.3789405039,51.3812271062,80.730971806,5.03015873016,22.1393217893,3.65833333333,5.12063492063,16.1623376623,6.11666666667,7.64567099567,16.323051948,11.7228937729,28.4496142746,6.3967032967,10.0808663559,24.5443833944,15.8265262515,15.6014652015,29.7127705628,30.6804332922,113.270502945,20.7858330395,34.7654033058,227.312512324,55.8765970957,72.9069161231,127.379182582,32.9144993895,91.6167915418,23.0872766123,35.7450910201,89.7896187146,35.5649322899,47.1845820846,96.7023532023,19.3838966589,47.8984459984,11.9476773227,16.4428793429,46.0554917305,22.9361915862,26.3125735376,40.2635364635,52.3870962371,172.489435564,46.4847513597,88.0086052836,141.294683095,81.790978466,71.5508519259,145.962623488,28.0991563992,83.8624875125,13.3345349095,24.0303793429,81.0282245532,30.1513361638,43.5992257742,72.4764110889,28.4180896718,58.3291606055,19.8951066907,35.3425513212,51.4636552775,36.4159695696,26.5828027966,62.6619347757,25.5022727273,119.756386669,17.9390123765,39.3825951826,124.584085359,43.6231879232,60.6919524919,101.959457209,41.4963508713,200.836313686,22.6239149739,56.5139443889,189.019072594,67.5775807526,89.0504551004,217.458150183,44.4549422799,142.147713398,29.7025002775,54.200974026,137.819827395,72.7942640693,74.9953823954,132.92989233,1.6873015873,2.74166666667,0.142857142857,1.17063492063,3.50043290043,1.69597069597,1.29444444444,2.76303418803,43.5437992563,109.711642524,22.1960678211,42.5731532356,151.247410922,49.9328657454,54.6589285714,106.862436175,61.7991452991,264.640101565,52.4946719947,70.3705960706,266.823987124,64.9336913087,123.365748141,202.923204573,26.1865051615,81.8955239205,26.8816960817,34.187981463,90.6047258297,34.1743367743,39.2961621712,76.4244560994,26.2937090687,78.1862165612,19.7385392385,31.9901015651,78.6112415362,36.5595099345,41.1996003996,80.4263930514
TG,81.9570810725,189.194060107,48.6657113311,79.1774450223,200.068998077,100.002627764,105.736147594,184.711893662,57.8832736708,137.479965704,45.8686258186,67.6754453879,228.647074984,76.2724941725,60.8778503359,133.861188648,59.6412522118,379.73976024,51.0922660673,81.5328929241,427.848656899,100.161472678,200.624444999,290.608653275,40.7289560113,108.758167649,28.6950964069,41.4342059085,95.9788715369,56.6778089557,48.5202624989,94.9286634117,7.93968253968,28.8003968254,3.9373015873,7.74365079365,13.2154151404,7.52176434676,22.5226190476,11.3515873016,39.3349511599,97.6368437118,31.2528263403,48.2419302919,112.202522478,62.7345820846,64.4461122211,145.293634144,83.2061702187,239.165391798,52.2148268398,115.704314558,419.725051338,102.003337186,118.162101787,229.747851168,109.464978486,291.615491453,77.4158256776,129.311246107,270.206791248,165.453619012,131.507054057,337.477293785,28.8780747031,127.75483128,20.5957181707,36.2625985126,316.582475857,42.276992452,50.8871295371,126.23979909,68.579015429,255.718438914,62.6324175824,77.8236291486,330.068452789,100.882187257,211.718481518,282.289322605,46.9845561301,142.701761964,26.6101694058,46.5151662063,150.410823327,67.2171503333,85.3309272427,164.107724465,27.1634054671,79.9735986236,17.8656712568,34.1823038073,129.054075092,30.9220787383,38.4956820957,76.535424706,133.643725719,710.875173438,104.613361638,172.775910201,825.335199523,200.37595409,382.406007881,684.341443279,54.7861041736,153.131533744,40.0720709846,65.3870706907,144.973994061,81.2087198749,75.3363997114,146.812745588,84.0943944944,300.146194492,55.9091672217,127.409709735,373.043694214,143.376075314,191.8747003,269.455850114,1.59285714286,2.8373015873,0.25,0.952380952381,2.53571428571,1.84523809524,1.35714285714,2.69805194805,130.644440282,253.615855794,91.6268745144,130.179757171,269.165689294,177.530855664,133.620576074,257.386251657,137.488260759,425.870097958,112.851189497,172.672705481,428.436863545,181.136857587,203.330431088,391.764868873,77.3575119325,672.963618734,40.3441669442,319.48465146,735.8250444,125.980805306,335.215351315,503.738594739,52.5258991009,112.498324306,33.0123751249,73.6267551892,128.618652181,68.8009157509,71.7113469863,126.477772636
TI,452.899771715,1087.72187508,270.626892389,464.963147065,1063.45625361,623.225168785,568.374055008,1174.37028225,321.00360179,931.389845019,260.269615107,428.086410811,871.291995238,468.900465629,489.736818574,925.925560795,264.360684577,890.873467627,198.22456155,354.079826138,993.153934791,387.575979005,469.233497467,960.382207058,268.932336025,684.890195997,128.228375791,224.58869725,652.629623399,350.997495397,392.094591764,671.86701599,40.7674533799,106.942778463,25.0732073482,49.1383560883,102.437486533,53.3672952048,54.3609380815,112.261037499,191.044368029,496.219909502,115.492794602,228.937331133,466.620333523,291.133955342,253.128589303,500.666006375,386.391388024,1095.63515902,274.142542077,435.694973824,1141.59116418,555.56261408,585.339055694,1113.31154087,343.586473227,1117.13790029,239.920659732,447.337343354,1160.23447106,486.997192758,598.391230725,1180.81033007,146.505448207,458.258682412,114.204589855,211.803425741,480.31830098,197.917495005,257.463639547,491.931820282,316.402781511,1107.57868194,247.831024531,401.445440507,1158.74678369,439.554757824,625.784490183,1194.42496344,454.745227403,1185.02270521,265.741460337,480.885497264,1184.1941509,665.964672256,596.824887917,1189.13575375,153.617316833,447.610242737,115.542596701,197.266927925,456.408984376,214.40980588,261.620084959,447.646641774,433.617877526,1515.06958817,307.540030373,529.044678911,2215.58891745,644.692550757,886.227900694,1489.51150581,259.39565986,906.154191644,186.362841556,332.479938734,906.339611549,348.528777499,474.205359066,873.558337165,347.106007963,1069.54508792,216.733742075,416.434897271,1013.35400139,433.368190122,573.100468872,1008.86964473,14.6044733045,20.1368548119,2.84729437229,5.80162337662,10.929040404,14.8103174603,8.0873015873,16.6341741592,527.48313337,1400.51523762,321.421070025,572.109301135,1473.3682667,711.079032895,807.711497244,1440.62973517,420.179254487,1308.99135126,340.211213623,564.525970516,1300.71689412,622.685181322,686.528085129,1359.35991009,263.992958104,823.423422329,188.787982198,329.513463721,1004.95808397,382.740005948,482.347336487,859.872805136,298.505675289,1048.79732341,258.93139581,381.057889741,1131.89256283,448.763755525,500.486418157,1099.95076661
UR,16.5946099652,21.2025214981,7.42579365079,13.7816849817,25.4787230743,22.0713675214,14.8055878762,19.8232285688,2.20836940837,6.71068931069,1.3996031746,4.14329004329,6.81240981241,2.73654401154,3.53452380952,6.40549450549,3.89521312021,141.532428682,32.8833333333,31.0504329004,225.697557998,9.93809523809,83.9288461538,90.0745421245,3.10357142857,23.0594988345,0.59358974359,3.81468253968,23.2047008547,2.66666666667,6.45463980464,16.4000111,0.333333333333,5.96349206349,0.583333333333,0.342857142857,4.6,0.444444444444,2.4,4.525,5.80708180708,13.5968253968,2.02063492064,5.37811355311,9.93134920635,6.39398656899,6.25119047619,9.05555555555,21.10995671,31.6130813631,13.4276917527,24.4030636031,27.5185425685,24.916003441,15.4422438672,29.9707903208,7.48803418803,30.0698884449,5.03809523809,6.63965756466,31.3512987013,8.46944444444,11.9388999889,31.4446248196,2.8623015873,13.3957070707,1.31507936508,4.2623015873,11.0667748918,2.37301587302,8.0917027417,10.2929292929,9.77259407259,36.6575258075,6.45661005661,11.6174714175,33.6943584194,10.7304445554,20.9545093795,31.6991563992,9.29007936508,31.1608558109,5.1123015873,7.94908424908,30.2789252414,13.7586441336,15.1177308802,25.9721792097,5.59924242424,14.1488206238,2.16428571429,6.11785714286,12.3136002886,7.74164169164,6.1016955267,10.865981241,19.5666777667,73.5475441225,17.3243506493,17.2466089466,83.1984959485,24.2827561328,36.4707542458,59.5382145632,8.43310994561,44.0895826396,5.88988095238,10.7265623266,49.5721722722,11.1883047508,21.3991203241,42.757031857,16.8536186036,55.1433372183,12.006024531,16.1608225108,51.5505050505,18.6774170274,26.8576839827,42.0355422355,1.12896825397,2.27777777778,0.986111111111,2.31944444444,1.61111111111,1.92063492063,1.27777777778,2.31944444445,12.2055555556,29.3805305805,6.06868686869,11.8341269841,29.6317821068,15.0837662338,17.4813492063,32.4106532357,31.2512265512,96.9249250749,27.4047619048,28.9341630592,104.19050949,32.5849317349,52.5212814963,88.6047563547,6.74801587301,19.0293262293,3.8293040293,7.0011044511,26.8300838051,8.05833333333,9.54842379842,20.5494200244,8.90830835831,40.7468364968,9.95156232656,11.5602314352,38.5182289932,12.3761044511,22.4149531025,33.081995782
VD,1604.34424448,3432.61703975,1097.8950549,1838.45589459,3281.20470533,2332.28506969,1852.43112979,3882.55332679,1349.33133925,3048.16647413,1058.04105573,1723.15344347,2934.94268641,1991.11022703,1513.3042553,3038.24019773,1250.98440302,3094.92601219,935.260760636,1571.29089125,2773.76714516,1799.77403798,1658.06410779,3023.78174459,870.270986951,2052.18056009,623.208453552,1113.96568545,2162.39467558,1217.4550779,1081.40261133,2302.57934048,178.147176637,380.228349016,119.686896742,197.762045058,351.445512334,201.784453071,208.872008749,405.066177119,431.232069384,902.734419429,285.256313651,473.0724991,796.381263628,591.322637369,444.514049379,976.465313157,2189.92800282,4585.93238365,1632.92168574,2730.11059779,4415.55697477,3308.72436654,2423.20208983,5109.61666241,1837.24717038,4227.38896649,1371.12148817,2283.05369516,4143.53099064,2570.25364825,2252.77451878,4170.00358639,565.465484026,1437.90034367,402.669973246,684.695677727,1275.20559251,755.909034283,738.986625139,1437.49737931,1087.67596898,2852.99716735,780.339288293,1400.04363083,2641.10482668,1538.61790516,1437.32972255,2875.08231138,1180.26914545,2527.79973159,766.107812303,1364.00917542,2283.39843357,1661.500853,1347.1304255,2654.16126101,679.673787084,1435.78690285,515.344161764,883.648354243,1241.09632196,982.272979083,774.598102466,1441.75158579,2175.89355089,4803.32541766,1495.55743253,2599.14363335,4269.81801987,2833.75929459,2487.74637627,4593.73126097,1018.35184849,2845.17253203,729.677640613,1242.53263546,2812.10302396,1502.09365894,1503.12314164,2875.45384285,1239.14672559,2744.60089423,859.535648089,1541.8305315,2551.35966436,1658.75292368,1509.21638658,2815.98511479,70.8975690976,104.963894439,24.5468586969,56.017010767,82.2178543678,86.8761377511,48.5528901654,103.494749695,1849.30544096,3875.34271306,1263.87155773,2162.29254053,3679.13450321,2751.59340029,2115.23784568,4149.95682647,2105.87223924,4802.05882998,1582.11929495,2583.35921879,4430.7695144,2968.81337686,2391.53867321,4607.2215191,884.813861109,2500.7248623,641.238767437,1147.30514618,3811.88263986,1328.12788894,1265.47891933,2413.84159509,856.261534905,2313.76612263,658.03366651,1102.55490601,2359.78780781,1311.47417124,1192.66318732,2337.35287954
VS,374.920638654,789.276756065,243.334225475,452.724668202,658.18629973,560.101790487,435.3964502,845.317572499,455.078236707,1083.30207521,346.178695691,597.583276768,863.185072872,695.982217665,509.875460189,983.31430748,364.636983175,864.303002467,271.540464661,472.129923138,746.22350213,698.367511101,452.80184319,827.618699664,340.189244532,770.171277024,222.055449934,423.155551728,677.342910194,793.88352431,374.165810046,718.50332243,30.5371586747,123.785636074,22.5967865468,42.7540945166,112.416802642,117.026458264,57.7814407814,106.770147908,138.286053489,292.41449783,83.8945301431,158.281287014,242.715271016,184.948222791,148.109337558,328.963071028,938.883066979,1966.15055883,615.631413262,1219.28872525,1774.02004008,1471.17453095,1088.11722832,2087.68120509,787.652522586,1841.37077357,596.467540061,924.563658661,2177.98202657,1100.09237508,952.970397848,1762.25815534,241.601883063,560.247757776,169.576281725,290.008302112,604.639226297,498.366891665,292.500699546,522.685012841,474.142670663,1207.84256254,330.808354326,588.193939286,1179.29365454,1218.88618715,604.937233965,1106.61267423,398.652152766,836.046691337,246.044694865,445.591569292,738.404490096,583.134796125,453.146738882,838.261277835,300.428934829,595.608267034,229.139042575,391.127914139,511.883325253,467.079344142,357.257847033,558.043950777,826.580457124,1902.50880555,623.550621192,1017.71866438,1596.59152393,1355.85925387,950.121830126,1706.06218684,554.504355547,1383.70508691,391.122947864,644.819845226,1284.93898279,1349.16496653,681.147679853,1236.42858859,438.85494277,1217.80541848,290.535492938,524.20755568,1165.05461566,1010.24917213,636.4413284,1102.00812166,19.4725801976,43.5986346986,7.23209290709,18.6662032412,34.7686230436,29.7562104562,23.7159354534,47.7597569098,742.869375959,1634.72321401,470.436144265,844.364614746,1440.35612659,1129.58633436,888.158046208,1641.15505771,993.105486913,2605.65568673,784.552344894,1230.95899748,2310.73813317,1380.81712581,1273.28544372,2250.58432886,445.407480892,1166.05902516,340.543688437,518.200102465,1008.69765412,832.20402683,572.30664184,1050.04045919,516.169552047,1389.68524483,347.99115049,615.748710393,1199.53729364,1225.21108203,663.617109254,1214.25188365
ZG,65.1894536019,132.19975882,30.073522311,48.8900880982,113.105105842,76.4531000862,64.7761312217,120.63609944,40.8407490171,148.288523873,33.6135012648,53.7578255078,137.017186365,55.4358558108,80.0587624793,136.915737041,56.6728896104,155.796718967,34.1729829811,55.9606393606,142.464656177,59.187012987,85.891974692,169.566984404,55.6865412365,187.961530137,37.3821761572,68.5850815851,177.751336164,74.8235542235,85.9126678877,175.876953602,10.6826479076,39.4419524919,8.88621933622,13.6158952159,35.6135031635,13.4265734266,17.5559024309,50.9503940504,29.9829799286,70.6214201433,8.94955322455,18.9679727136,50.5657980908,38.728877495,23.6480833494,55.5381675901,79.8017538017,184.936134699,63.0942751693,74.1171620047,173.174249508,91.680462593,93.1264416139,177.06599738,100.125061458,440.853082049,66.2158914615,122.593465277,461.98018093,133.375792263,299.139635365,429.48559341,37.9175796426,136.962948163,22.5314324564,50.6731351981,128.729506604,53.5857475857,66.4133227883,144.040224073,118.379358958,392.606562718,67.4676018426,139.498149889,366.60122345,148.663881788,187.383646337,488.330392075,102.509545438,169.310485348,57.495378641,81.0800749087,145.85438075,122.344177473,90.3324425574,159.548798261,23.241977467,68.7644161394,19.395970696,26.7583805084,60.0473276723,23.8164613165,39.9063714064,68.5836524586,69.2546217671,339.071402209,43.4140803641,82.5590625877,340.830300663,96.1261441173,205.576029526,342.838816739,74.9632800808,263.494712069,43.8291809498,82.7525102349,237.430711772,91.9626076538,128.291068654,288.210735343,85.1133519258,290.699479687,58.0365301365,97.2097513597,267.721245421,114.124318737,149.144622045,335.615379473,10.1206349206,17.1604367854,1.92738095238,2.87063492064,5.23731268731,11.6706349206,4.25513375513,13.9445998446,70.8944666445,164.703129224,36.5401154401,57.8407148407,144.247981594,86.5833194583,81.5407110863,162.195860512,71.9405949443,303.669736533,58.5601481851,89.5057362959,351.130848155,113.117945329,154.657698674,290.42434869,43.6775197025,176.757758908,33.1294316794,57.3836052836,149.9246226,66.8899517149,101.609315684,185.123815074,60.9156246531,208.256360306,47.5257617383,83.9714313464,182.29489677,85.6811216561,86.9522269397,238.888962835
