canton,fall1_Anger,fall1_Anticipation,fall1_Disgust,fall1_Fear,fall1_Joy,fall1_Sadness,fall1_Surprise,fall1_Trust,fall2_Anger,fall2_Anticipation,fall2_Disgust,fall2_Fear,fall2_Joy,fall2_Sadness,fall2_Surprise,fall2_Trust,fall3_Anger,fall3_Anticipation,fall3_Disgust,fall3_Fear,fall3_Joy,fall3_Sadness,fall3_Surprise,fall3_Trust,fall4_Anger,fall4_Anticipation,fall4_Disgust,fall4_Fear,fall4_Joy,fall4_Sadness,fall4_Surprise,fall4_Trust,fall5_Anger,fall5_Anticipation,fall5_Disgust,fall5_Fear,fall5_Joy,fall5_Sadness,fall5_Surprise,fall5_Trust,spring1_Anger,spring1_Anticipation,spring1_Disgust,spring1_Fear,spring1_Joy,spring1_Sadness,spring1_Surprise,spring1_Trust,spring2_Anger,spring2_Anticipation,spring2_Disgust,spring2_Fear,spring2_Joy,spring2_Sadness,spring2_Surprise,spring2_Trust,spring3_Anger,spring3_Anticipation,spring3_Disgust,spring3_Fear,spring3_Joy,spring3_Sadness,spring3_Surprise,spring3_Trust,spring4_Anger,spring4_Anticipation,spring4_Disgust,spring4_Fear,spring4_Joy,spring4_Sadness,spring4_Surprise,spring4_Trust,spring5_Anger,spring5_Anticipation,spring5_Disgust,spring5_Fear,spring5_Joy,spring5_Sadness,spring5_Surprise,spring5_Trust,summer1_Anger,summer1_Anticipation,summer1_Disgust,summer1_Fear,summer1_Joy,summer1_Sadness,summer1_Surprise,summer1_Trust,summer2_Anger,summer2_Anticipation,summer2_Disgust,summer2_Fear,summer2_Joy,summer2_Sadness,summer2_Surprise,summer2_Trust,summer3_Anger,summer3_Anticipation,summer3_Disgust,summer3_Fear,summer3_Joy,summer3_Sadness,summer3_Surprise,summer3_Trust,summer4_Anger,summer4_Anticipation,summer4_Disgust,summer4_Fear,summer4_Joy,summer4_Sadness,summer4_Surprise,summer4_Trust,summer5_Anger,summer5_Anticipation,summer5_Disgust,summer5_Fear,summer5_Joy,summer5_Sadness,summer5_Surprise,summer5_Trust,winter1_Anger,winter1_Anticipation,winter1_Disgust,winter1_Fear,winter1_Joy,winter1_Sadness,winter1_Surprise,winter1_Trust,winter2_Anger,winter2_Anticipation,winter2_Disgust,winter2_Fear,winter2_Joy,winter2_Sadness,winter2_Surprise,winter2_Trust,winter3_Anger,winter3_Anticipation,winter3_Disgust,winter3_Fear,winter3_Joy,winter3_Sadness,winter3_Surprise,winter3_Trust,winter4_Anger,winter4_Anticipation,winter4_Disgust,winter4_Fear,winter4_Joy,winter4_Sadness,winter4_Surprise,winter4_Trust,winter5_Anger,winter5_Anticipation,winter5_Disgust,winter5_Fear,winter5_Joy,winter5_Sadness,winter5_Surprise,winter5_Trust
JU,614.0123507,916.235930792,623.164151322,477.260663793,1140.59251546,603.518005839,1480.83047487,632.655934726,1171.40284111,1933.9487611,1115.21871059,950.935885932,2123.32498867,1137.98645053,2984.4957955,1260.38943212,969.950202518,1543.750229,1022.56805858,708.988248485,1876.76653491,834.486577104,2466.21300251,961.201084638,639.775287013,1035.00641201,732.164557311,452.922207305,1367.54011749,587.741453982,1693.44708751,671.391076647,310.0313781,485.511405274,375.666468466,183.007933911,733.609219898,285.818437384,819.442910769,364.53163357,218.746123773,255.697357995,213.937267445,176.52324023,299.645993724,224.895969219,511.651104269,181.1282843,851.400226957,1263.78063056,755.845830122,694.239594081,1397.17060171,801.248805812,2001.97001518,857.842001748,1329.50212607,2150.67249794,1331.89726483,1138.56741343,2445.69991187,1359.135423,3538.47568962,1380.00280811,415.916981733,642.612371415,444.315294119,300.425580192,802.929467675,347.398014057,1026.29177693,396.1115867,1007.78128776,1650.38500873,1079.76844066,752.283102564,2082.53983254,916.082855292,2653.39359095,1023.43036404,1479.10743098,1876.24118356,1353.24235852,1282.4912775,2759.8003147,1467.72131144,2766.31083256,1257.83098569,196.426966891,317.559548158,207.417736171,167.5242525,382.19037232,206.273793362,522.774520711,204.764361523,1040.31299234,1592.29139521,1074.70145094,820.692696084,1939.33079259,992.700492862,2622.65552884,1036.49665623,777.599525252,1209.79748702,788.03430877,596.266928773,1626.08056596,719.781605356,1908.67486559,776.987231427,727.273210318,1085.44150621,730.060325955,570.446208027,1284.83819416,675.147266656,1787.60848194,656.692391123,5.540972287,2.19489090386,5.6543000788,3.73070116763,2.76063450621,5.87317235052,11.2781015637,3.38011662771,811.229686809,1207.56881588,728.289359532,653.186692583,1416.06331402,770.825855386,1994.98126592,812.766124488,2882.95493203,4124.82300621,2603.47694664,2529.31867505,4927.7071912,2739.98878484,6443.14863846,2739.31003762,1951.28416861,2837.76588472,2087.03121206,1322.03267865,3504.6420889,1592.40030404,4637.05799633,1774.51979887,839.359261597,1353.40388298,899.112428534,627.372120519,1711.92245469,728.977334731,2173.40760986,864.059116846
LU,6853.26059221,9264.95551989,7913.35613085,4834.78321023,12518.5509073,7214.40594193,16874.3258659,6740.58820837,5510.25527435,7648.74311245,6279.97782112,4189.15936303,9489.97810756,5975.05263713,13639.7378956,5145.71699686,5396.26203031,6451.55498425,6054.44099693,4047.16224103,7901.35059141,5881.93969758,13072.1262611,4546.19955417,4629.01016224,5812.06883928,5194.97779938,3423.39483771,7549.22960978,4993.3077967,11281.8562341,4146.38002198,1824.47897348,2164.03262905,2275.99408179,1358.38858998,2527.72317903,2217.36361329,4896.63106745,1410.9588312,2437.98027147,2832.84082406,2767.88871775,1751.33950093,3469.95125804,2704.82349795,5976.70652329,2044.588366,11778.8874107,16492.0249932,13750.0445096,8130.63826701,22401.9391563,12299.4010106,29025.8645337,11697.8420709,10877.191542,14761.4122351,12957.6832014,7973.3764406,18713.8507711,12064.9911571,27590.296474,10229.9287319,3611.94399575,4097.78022484,4076.2589252,2744.905877,5075.39482175,4033.38232263,8646.9485416,2908.83729803,10019.1350707,12405.2120814,11168.3343894,7670.62078096,15322.9107152,11572.8260943,25344.4481828,8455.34966387,6045.37296571,8479.09295101,6850.94662781,4467.09596625,10725.7790043,6517.74450889,15065.20871,5703.48902692,3052.49284827,4438.60110678,3643.64345067,2160.49446395,5923.1438822,3267.64073061,7578.89894748,3066.92546626,11125.8197014,14822.3662539,12693.1666432,8671.04336267,17697.3381535,12361.1508988,27803.8895238,9953.15948792,7411.86345003,9413.60323516,8314.19842155,5695.74218784,12149.1263977,8010.17071645,17729.3275455,6548.50826505,5777.29933239,6685.4407876,6064.86959965,4482.83904115,8529.15990203,6198.78176784,13412.9260927,4897.04309351,339.606952399,323.986220927,365.924375023,228.419873658,408.511013971,366.635456987,815.868691799,272.812596454,7400.68991445,9743.8232257,8576.52058071,5352.64005721,12430.9947099,8023.07962964,18051.7385105,6779.99714979,11390.9763566,15183.6169015,13110.429486,8760.23881705,19225.4444259,12404.1050284,27559.878734,10274.7799797,5968.97785193,7062.88220029,6713.04482841,4590.20911535,8785.52673756,6535.14191988,13996.5955216,4817.56659046,10676.4127715,13985.3427176,12208.9256935,7135.87233924,19995.0791264,11049.0159804,26129.7874193,10410.2778521
NE,2979.25575362,4617.68801849,2980.51371134,2433.60100502,5500.63838648,3046.95780251,7561.61369527,3038.80186411,6638.20856563,10059.0017334,5730.90774893,5230.27043758,11108.9914904,6104.02911939,15058.2568991,6966.34178564,7139.2833501,10648.9231742,7365.4996956,4985.28081858,12743.2203832,5886.22282798,16928.6887073,6107.27030123,6861.34559737,10755.9342019,7768.88825399,4268.79385888,14683.3154518,5985.95843701,18297.120455,7322.56434719,830.866329417,1343.38979467,914.072982841,569.381875149,1716.25827488,659.121620016,2155.68158416,816.895756103,542.490583336,593.933761883,435.475657391,415.437042556,853.806742085,512.264799573,1130.35482928,507.049041298,15101.4017851,21953.6530142,11500.7826367,11877.275622,22609.4832046,12968.2800185,31004.2622324,15506.3432835,6995.31830121,10963.2995046,6997.49602263,5723.48181542,12856.1133678,7068.45387955,17624.0286155,7188.79874117,3542.06920117,5563.51165605,3735.90625588,2545.89872247,6598.30103146,3203.43645603,9152.36901931,3248.63769412,9188.42541504,14897.4109969,10553.077165,5773.50573615,20819.2056246,7656.94308907,24809.7651354,10038.6687078,2126.04622981,3092.539578,2087.8600244,1628.26589428,3950.23716363,2117.00602301,5137.34385788,2183.35291781,3061.30303074,5079.88712941,3329.18392594,2464.68709338,5992.66814146,3223.12628054,8028.57709317,3338.10470652,7818.2684742,11771.1805708,8042.1454501,5858.46533231,14108.3592545,7031.19744757,18909.9158277,7068.62603508,6287.0712097,9948.01216932,6675.43128679,4484.95938098,11706.1192767,5786.23028042,16225.1056732,5800.33762271,4293.52952207,6601.26281368,4502.56722865,3272.02978631,8035.33087813,3939.51012821,10817.5020696,4036.3493863,209.436233468,245.700864611,200.977758806,183.763666753,326.150482136,210.381975295,423.536206375,205.781671687,10922.2486097,16395.5463303,8923.04959995,8646.1188611,17635.5145117,9722.46325082,23919.8853963,11373.0282985,11308.5433011,15206.0320029,7178.78134428,9165.9797802,15235.7347725,9227.99259981,22079.2463716,11189.4963375,6400.41994105,9946.31063312,6883.48198849,4420.13772899,12235.5485826,5500.34467202,15924.467061,6033.75963192,8969.41282176,13911.4838659,10308.1758073,5543.1534184,19833.711221,7749.31609011,23791.6955926,9813.81172319
NW,1131.3507701,1533.50441152,1216.13745689,959.902488548,1719.70120384,1225.78172936,2757.0475689,1043.08802497,275.712773377,303.590193318,289.01379075,228.723022382,376.701690084,297.317112209,637.028991656,212.951574642,316.25530693,375.362613926,343.138774954,268.969220285,480.19880117,345.49707277,729.059133707,252.274485618,345.0643551,434.667541485,381.236402263,275.668698916,543.999365066,386.903793173,848.411433997,279.843655317,164.462040845,245.827716638,161.223479358,144.675328072,279.391589701,177.130908023,410.025108147,175.031876725,155.032977064,184.769466623,169.360051964,120.63308965,207.353269868,168.751133573,371.362737131,124.242754369,1802.46506378,2561.80659777,1844.69662393,1537.40733431,3112.07236935,1903.97050084,4453.9552621,1814.4073867,1640.38774672,2551.82222794,1672.17189209,1476.28509258,2919.77156293,1754.95550562,4057.23309721,1790.1416536,177.274133918,234.046571356,195.268265304,144.135767064,305.968115604,201.088085396,459.49698072,153.463537483,878.164578554,1226.71152657,871.367932747,742.778803712,1349.42267768,943.623222125,2107.21707023,809.317367726,383.209007009,492.529385327,453.069027727,312.048412572,539.622984499,440.909565019,998.330732693,314.958784558,1164.29060639,1859.50242536,1172.84721971,1074.3882462,2130.72474583,1249.47232546,2915.07496519,1301.40821681,2477.44855731,3874.44359931,2607.58898387,2212.14757656,4485.38853326,2678.01494262,6137.81257691,2724.1933338,818.114771148,1113.95465594,880.712277958,674.859616898,1307.98975744,906.721678913,2037.53668776,737.046074789,936.696428883,1319.73049902,938.475564652,787.961396603,1442.62258942,1010.65645781,2264.15115018,876.492072444,15.9666185703,12.7046170527,17.5743908247,12.2048553299,13.7886331226,17.9461492489,37.1185211039,11.3366425885,2130.42868326,3028.45724075,2271.37522136,1832.89286489,3467.82187303,2270.5520958,5184.38109289,2116.91516512,2697.53625191,3539.16561152,2648.31982737,2501.15783048,4620.14104043,2714.87622367,5504.36636207,2494.72794689,392.828201474,454.633055252,450.316287318,310.192072714,521.239852363,453.758427217,949.393363315,291.380341703,385.041182912,547.140066063,401.505377878,309.839136454,558.672497031,427.347502453,989.345698044,292.135638889
OW,476.49488477,605.581173424,531.0784239,345.858357654,786.384963979,517.694471516,1204.28059506,426.951574781,1983.47251561,2890.65918528,2123.82601169,1461.99549531,3705.1900914,2026.03293496,4892.0780701,1993.97514319,1968.05652798,2766.69580384,1730.68519288,1481.56597892,3975.65374081,1907.39450976,4450.81301682,1953.22139329,9324.38810009,10353.3836023,9609.84471139,6883.1333023,13108.3229549,9382.1439251,21621.285599,8131.16160441,728.273754645,1095.72937425,787.172482011,552.131332906,1451.64448085,747.631309883,1844.76236495,766.432488548,402.833213356,311.047566638,415.45710988,301.661519207,383.808503567,406.348830856,808.925684448,283.012402629,1626.62277037,2322.34360166,1821.92939491,1172.70619843,3258.14588093,1628.68574644,3991.95269982,1673.43559366,1946.95743402,2514.71864268,2012.89568841,1626.69124263,3264.75322068,1971.22768251,4341.13528979,1887.15838808,4723.11417939,6224.63685714,4705.76385632,3828.53133831,7861.43840026,4826.67269839,11058.0866519,4589.38833448,8450.48700139,12545.6420139,9281.91611596,6281.07701848,16565.4607493,8724.58481774,21871.2300747,8429.08566754,1086.36668066,951.237380385,1137.20939749,749.948122019,1181.2450832,1127.14737621,2412.3664643,809.303245978,236.317540676,322.971039447,252.673212155,188.160152288,410.139175638,247.353300934,574.087565262,215.650184292,2781.99039753,3608.3631485,2894.51070107,2127.77546327,4300.58312466,2815.46882316,6770.63921859,2416.79752873,9983.55157618,14258.4482094,10235.0414397,7948.23860306,18284.5659382,10369.374382,24906.8842694,9909.40402705,5854.41547988,8440.38125523,6322.55069898,4390.05742849,11517.5388565,5895.85094861,14688.2227606,5962.58926478,18.4276918457,10.0141617277,17.9956868498,12.6208947341,12.148548603,19.9268270423,39.2378607333,10.9274994281,1110.86457477,1666.59053565,1186.43181021,875.033265685,2072.02146087,1159.22661342,2822.40629671,1103.7993745,2187.08170684,3197.83560297,2212.63468851,1786.42998638,3834.36440373,2227.62377288,5350.94599719,2209.96348345,7579.44716491,9989.40411465,7716.97960251,6171.35527687,11660.5040794,7828.05063341,17945.6437917,6935.90240228,9078.11975382,12934.6846463,9397.78527071,7158.48615168,17132.5455369,9191.49465432,21935.1212954,9013.51737775
SG,5681.95688153,7742.17319469,6261.87891726,4286.66004465,10161.806276,6119.62650476,14426.6101874,5374.21121784,6887.60210094,9652.32091018,7974.06593427,4904.24283291,13259.5584007,7180.67787219,17210.1462317,6955.04943887,8162.52217009,11245.3729868,8656.37510858,6171.82750789,14471.25419,8301.12075592,20389.7205336,8197.17401576,5052.85385885,7143.27582952,5264.73683745,3906.4809471,9450.14132307,5274.01535664,12676.972408,5156.65256515,912.754793837,1267.0669562,918.660778497,709.326100553,1614.03500033,958.519505716,2297.41591225,892.456864884,1788.72704951,2121.62319302,2060.7709385,1308.32866189,2549.77181453,2028.21950298,4450.65755918,1505.92584682,7531.15709452,10473.3488185,8745.47837318,5593.86637474,13494.5930314,8256.18732034,19065.4310787,7144.89003457,8191.3416159,11257.9356675,8762.92682292,6187.83630823,14966.2463603,8381.86876298,20094.7953262,8065.35326808,5119.44760713,7190.17241903,5311.14511683,3919.17521815,9283.60425339,5094.41443685,12565.2128319,5308.90022819,8364.75341579,11615.6160543,9021.41195965,6141.41958755,15714.6664704,8597.20181507,20963.2838143,8560.53714952,4322.13993969,5552.68959903,4861.1269869,3200.33806338,7049.34150731,4711.93822498,10688.0745773,3901.61069121,2990.14767435,4179.53056538,3564.60220777,2154.87676959,5473.6414237,3254.84055366,7511.30228041,2893.06052357,9573.14032685,13320.5755237,10245.6196128,7148.60497879,17491.9630138,10048.608221,24340.1755318,9197.073808,5988.38604568,8322.01900528,6441.37915715,4565.74916161,10054.3624827,6435.55742878,14952.8178481,5458.01065116,9539.16420958,13913.3134265,10204.7675936,7176.40899154,18444.1855366,9944.0656914,24498.3650923,9815.38828576,287.850582249,241.750194301,312.662207184,210.447280131,256.349084165,323.383487127,676.672658815,195.450937073,8195.45123665,11766.7967433,9678.64372613,5619.8549182,16343.2089947,8510.48244489,20335.5008955,8371.70965497,13351.9065491,17772.2839986,14921.2266386,9843.70431227,25415.7366845,13340.124189,31151.1371653,12946.1109115,6401.51448041,9052.47775366,6988.36492123,4650.94080771,12189.5115183,6392.26952625,16073.8079705,6693.36919752,9081.69797332,13107.1127861,9785.50055742,6780.28438524,17367.2239936,9396.49779447,23405.1781155,9282.54738599
SH,378.77325934,438.470298288,427.099031744,289.509114907,554.186765888,414.468389107,883.214843033,318.754295384,2849.60477259,4730.01842238,2982.49439652,2090.71867242,6543.92075055,3101.31836588,8179.83689498,3056.03963601,1422.38416488,2091.62156167,1662.51098596,928.672747293,3056.86624935,1452.4420043,3658.53216363,1530.24438247,1827.73154103,2768.79481838,2250.02245635,1087.20690245,4251.66287266,1812.78940736,4757.54666242,2100.9533478,445.758491028,678.690245054,561.570325062,261.891146831,1046.03610321,438.22133359,1151.56578171,519.384397273,454.322628341,657.16473587,543.390580434,300.697183609,923.40617552,470.296979876,1121.1771846,477.618692492,2177.11281638,3504.50693692,2298.73949982,1618.77613947,4807.29452902,2368.44405719,6105.72354203,2259.24296736,2720.32975911,4109.22172133,3270.67984184,1659.06612836,6236.94880873,2690.43565868,7104.36144812,3108.48359213,719.453410234,1081.37788088,866.668361231,455.877879772,1590.21669511,737.368061767,1809.8178338,788.420307957,5422.54345427,8400.2786322,6678.59033069,3234.17196845,12808.5269902,5269.65905767,13895.990341,6363.69578398,616.074797099,818.279182633,667.214562051,505.985030438,947.461283819,682.042057486,1512.56244166,573.29886343,754.10469239,1129.15045466,928.257403205,442.717510397,1755.05763055,724.492817095,1928.24590433,865.418138333,3087.43294035,4639.46308861,3699.49807442,1911.11816335,6849.5131149,3056.03421507,7901.72673734,3465.80008315,3572.468271,5391.49197784,4369.39342309,2112.2764421,8269.22439533,3529.00830313,9118.47863662,4113.29487402,6915.42751963,10344.9769558,8274.33073154,4522.99717988,14977.4720283,6832.30301344,17385.3290357,7603.12894123,12.3365610371,7.28366250144,11.7343636755,8.51103840152,8.51794377146,12.9224804629,27.2638367412,8.10239312073,672.176354089,971.650055036,740.773232269,480.468230097,1316.04656998,689.921926567,1721.1484268,689.233200038,6420.54670749,9550.7716157,7340.50097996,4408.58670143,14435.8531374,6346.58714639,15764.2469402,6921.94419358,5412.69712923,8018.14985863,6612.38611433,3032.8962615,12595.8193777,5161.73276322,13389.1427323,6132.35087488,3870.26671957,6013.11119283,4840.58027546,2228.84624457,9324.40845334,3778.92355364,9971.95624322,4574.21049378
SO,3463.82974788,4702.32430831,3908.79122713,2513.75926617,6300.93128409,3614.4189248,8428.48794376,3412.65826573,3368.35256235,4644.98637623,3881.90292455,2200.05163859,6751.75046175,3361.85378995,8324.9260037,3492.45896997,3403.82475074,4518.59169725,3854.01288244,2295.84976938,6506.78003224,3402.84873968,8463.26690482,3404.51693518,7087.38903647,10299.3912715,8572.75111874,4272.03303682,15397.7287566,6793.33984465,18241.3452891,7973.5192781,577.839718547,733.062978939,643.050700989,406.197295932,991.526507378,603.732349086,1423.43702568,556.102008058,1496.49958819,2015.43335464,1697.24541976,1072.22635932,2632.23019816,1589.18341921,3688.5408898,1454.79458527,7228.57374345,10398.5760138,8503.11065092,4719.51726759,15162.0604863,7134.11236443,17973.2533035,7793.49016793,5179.16424423,6895.51824494,5785.8076767,3643.94524577,9755.15309304,5184.08240069,12493.0726412,5218.52428445,3800.77078221,5292.41581306,4413.52139328,2464.21541261,7773.0715669,3806.14658618,9802.86613199,4018.1495779,5250.65190168,6658.51960329,5829.96468528,3500.91607377,9493.89352422,5360.66607395,12934.0666294,5086.01596647,3623.94265001,5080.35588681,4192.56830074,2514.02115682,6936.04408329,3756.91319279,9030.59614122,3709.18989286,2886.01166387,4239.59743511,3463.3657894,1807.25504212,6424.33547672,2824.26893262,7221.6501286,3207.77231489,5887.13489813,8061.84268332,6437.00521272,4317.73816143,10615.7619715,6106.77762018,14638.6250278,5625.27174933,11114.1333117,16551.3148622,12560.5201201,7415.35840862,23577.2692451,11221.5500937,29505.4221295,11885.295878,3819.5476891,4658.02865925,4267.89559934,2659.58744749,6304.93893711,3948.46965507,9258.95467375,3552.64990727,121.143593849,81.4647293926,123.686628099,81.5968997344,85.3341481365,135.807750632,275.292806382,76.4643994646,5217.39464931,7469.18943444,6079.65995566,3471.62184153,10553.2263147,5275.82017806,12927.3946198,5516.14423248,7690.16649569,9974.24577306,8515.92453493,5477.25168791,14679.3518407,7477.34569147,17472.3388597,7576.9505654,3114.27341183,4121.97328061,3563.46505199,2116.70925741,5872.36406028,3121.51416786,7719.2683822,3105.30866146,6185.11058227,7539.46177976,7193.35009376,4298.03917318,9430.60330856,7120.48350727,15003.0331976,5326.65159339
SZ,1027.20369058,1305.97603322,1220.54275163,787.92829433,1554.26453861,1143.10252313,2541.45976917,887.14459167,900.421863282,1290.51983037,988.46612277,696.488960663,1591.92537643,964.070618001,2208.70873112,833.613519099,643.612773892,882.519004106,667.429739809,513.258566523,1128.63770566,682.417863486,1637.97316311,598.249292208,779.899385931,992.879986711,800.424719314,633.87579705,1318.813093,841.867067723,1906.5385247,726.605922851,135.184723987,146.173851201,141.137830588,101.31887359,199.977602567,144.093466206,302.680759928,115.129462022,378.961024228,495.275158222,434.135089266,296.670035979,593.356210971,440.421014657,962.059867445,331.965860667,1040.18509888,1325.09968756,1154.68653773,816.235621063,1741.81135115,1125.85170604,2401.85735682,885.054632767,1221.09088111,1746.93987164,1318.39734889,943.767320385,2260.64267258,1279.24881732,3066.41330278,1219.27774268,636.107019661,867.29706509,662.327043051,495.035536787,1103.18696304,681.234935828,1617.06679941,576.197270564,1792.42195112,2481.69320004,1807.93634672,1474.62615416,3013.74752312,1876.39873155,4412.58852546,1758.85282567,941.755810109,1248.07811913,1054.35868949,752.298825712,1477.91112076,1054.5555385,2414.75947746,827.346332751,485.373905296,710.933570447,572.285524637,367.425586661,823.586098317,552.902260139,1251.17885546,445.769127544,1276.05095984,1780.03396314,1366.20290578,1007.29320055,2178.10354799,1371.62029256,3201.75579857,1209.53869664,1452.51908356,2008.21372965,1535.2849907,1158.3232828,2585.25877614,1604.36359457,3714.38192316,1344.64568279,1408.54592265,1679.38291939,1423.24606986,1128.28507949,1993.51804321,1518.62305882,3303.78894214,1101.99785204,56.9320510793,45.0250466238,59.3180373316,41.5362480755,52.8032905497,65.2548327546,131.546482039,38.8966620885,1589.00286268,2258.44754373,1837.03224371,1077.71884205,3145.2813154,1632.35246376,3902.59798802,1618.03035865,1690.95562109,2147.7470613,1774.22897639,1393.69184119,2957.97876714,1723.27535065,3603.73375879,1501.28908668,1240.62519054,1937.85444055,1296.03288163,961.867323508,2321.84062854,1313.64046517,3257.84435565,1192.56821177,875.713701285,961.310776599,923.403472575,658.019037349,1238.36424712,949.258002171,2071.96127249,704.38851834
TG,5237.71745091,7494.32305039,6279.84248789,3353.72631361,10912.0741002,5322.30853182,12798.6108378,5495.25022796,4005.99395399,5913.05443503,4674.23628772,2644.49687575,8536.21929662,3984.19982966,10045.2317193,4349.13685776,2797.30248349,4009.67357847,2828.27444113,2247.81394568,5063.27903003,3022.51844485,7016.28471414,2626.03654043,1807.90090787,2410.33519956,2062.7250764,1207.21190758,3449.54367986,1821.01091448,4380.54067132,1811.76932828,226.748871604,281.703146728,226.805950059,175.212726842,359.492519443,241.916238723,550.159850438,216.228599629,3414.02516198,4690.38896108,3650.52001396,2590.50168463,5826.61630128,3523.34651338,8409.83086199,3398.53636815,6190.27216858,8850.06034746,7212.50585761,3995.97012745,12912.1411755,6296.93670159,15213.4813822,6512.02515568,8219.79357572,11828.8548686,8569.9416947,6153.51231101,15627.6693306,8362.03362405,21254.0928166,8517.82224457,1784.48351583,2128.44446141,1948.80082908,1462.06751039,2957.1947747,2008.93837062,4219.91188925,1591.63782021,3349.40967978,4105.888426,3635.75425706,2322.18038384,5951.56234494,3347.05391909,7835.95046369,3203.4308622,3900.34229525,5235.9745379,4484.89821775,2707.3231675,6970.82935696,4115.93992207,9662.88676595,3767.87122728,1579.88136836,2221.89296564,1782.17817958,1071.62612888,3164.1118433,1649.33991755,3824.50460032,1614.42162283,8369.3142431,11666.0606843,8557.12013901,6525.31440541,15205.9608971,8686.94892517,20520.3512355,8202.35387972,3239.06655483,4697.05586605,3650.27992166,2331.78216663,6286.2117467,3343.78971792,8269.1045428,3326.05129832,4445.90883106,7056.60224455,4609.92867991,3773.85926196,8960.58478905,4625.37679986,12308.9275384,4688.49789455,37.7357049805,27.8917114835,40.0817289253,27.7229724676,31.9173737314,44.0397526279,89.176263575,26.9126861219,6268.1028772,9043.30248255,7222.11641523,4357.00817333,12433.4675604,6418.09254198,15481.3058049,6503.82547227,7482.68212937,10961.192907,7813.16524183,5791.17922508,14610.1010346,7574.41412754,18467.999806,7780.98113728,2193.9455888,2598.94705441,2320.41555316,1716.68223205,3587.43195516,2252.74308476,4715.33793917,1902.64990819,5972.48331141,8461.76670807,7129.97601546,3583.11487984,12958.0153161,5697.13315737,15147.5539599,6664.42694138
TI,38729.2526106,66055.0819746,39468.7811065,30354.0808727,91825.8612264,42050.0522384,114799.860277,42363.4503247,23809.4917501,41542.913969,23498.7462717,19433.3929562,56561.4410698,26313.969976,72077.5162943,25847.4523165,21094.2814539,35916.1201023,21406.5389928,16771.3562174,49911.0043004,22790.8157856,62275.5068404,22963.7765128,14705.8447429,25157.9812509,15096.5926306,11850.3434821,35135.874281,16012.4811049,43699.2223417,16002.6643609,2414.33438966,4055.0180597,2401.10491969,2049.39469583,5573.63893012,2642.41447724,7151.16811058,2551.50782905,14054.4719138,23833.5385179,13963.5048755,11519.52239,32231.5594453,15358.9065946,40804.4447649,15194.3609919,28257.5533124,48334.8253748,28196.5787526,23123.9129133,64969.5685275,31194.1065454,83964.1233125,29860.6685407,26420.4598204,45578.8428861,26418.7229671,21562.4981225,62619.198562,28991.7780467,79060.3183754,28721.5219908,12746.1679434,21870.1222193,13055.4473048,10203.1380858,30831.9716482,13879.0040216,38059.6953531,13838.7460768,24302.9147598,41439.1967907,24548.6488552,19785.5839337,57341.6961164,26656.8791097,72470.457374,26114.8185221,35960.8166883,62140.5972651,36122.4379407,29323.0827194,83483.5750616,39354.9245064,106167.777724,39326.2837555,8921.11250594,15491.2939933,8850.16771625,7294.73201005,21182.1152434,9814.60006855,26773.7528494,9724.31210395,29203.585079,49739.0057744,29260.3261175,23927.8022713,67987.3027036,31867.51006,86236.95277,31363.0427044,21095.4035852,36284.0971372,21915.4732073,17046.8704897,50559.8371395,22791.7167454,62628.6958037,23225.0672048,22315.9789293,37379.8471953,23283.7735828,17698.5493074,52395.1163501,23832.6435383,64772.0418537,24397.1068477,380.443209582,594.260738529,369.333312115,324.949042038,804.103040815,419.055171717,1124.79014152,396.505472004,39962.8632495,67746.8973393,40409.0656488,31471.9090707,94148.9836507,43433.1791962,117145.985239,43485.6694574,29910.7854892,52244.2866646,29453.2630978,24461.0551575,71245.3067558,32967.3218104,90757.8318432,32559.2108476,22695.8119155,39286.5614361,23747.1541271,17382.8111721,54487.6377737,24251.9589625,66493.3175568,25254.5276336,25539.7719876,43158.6858334,26861.0127383,19643.7948156,61471.8537548,27209.7879066,74453.2276635,28287.2464692
